platform,appId,title,summary,developer,developerEmail,developerWebsite,privacyPolicy,genre,genreId,contentRating,contentRatingDescription,free,price,priceText,currency,offersIAP,IAPRange,installs,minInstalls,score,ratings,reviews,released,version,androidVersion,adSupported,url,app_type,app_type_rationale,web_accessible,web_url,login_required,login_methods,age_verification_required,age_verification_method,subscription_required_for_long_chat,all_features_available_without_subscription,subscription_features,subscription_cost,languages_supported
android,com.idealmatch.idma,iris Dating: Find Love with AI,"Smart dating with AI: find your perfect match, chat, connect and start real love",IRIS Team,help@irisdating.com,https://www.irisdating.com/,https://www.irisdating.com/privacy-policy,Dating,DATING,Mature 17+,,True,0,Free,USD,True,$2.49 - $299.99 per item,"1,000,000+",1000000,4.385724,133734,2996,"Oct 18, 2019",1.0.8169,7.0,False,https://play.google.com/store/apps/details?id=com.idealmatch.idma&hl=en&gl=us,companion,"companion signals dominant: comp=2,gen=0,task=0",Likely — manual verification needed,https://www.irisdating.com/,UNKNOWN - requires manual verification,Phone,True,Self-declaration via Google Play content rating (Mature 17+); in-app method not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,priority access,$2.49 - $299.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.aichatbot.aimate,AI Girlfriend - TruMate,Chat with your AI girlfriend and find your perfect virtual life companion.,AI Design Labs,aidesignlabs2023@outlook.com,https://sc-res.aicreativelabs.co/chat/index.html,https://sc-res.aicreativelabs.co/chat/privacy.html,Entertainment,ENTERTAINMENT,Mature 17+,,True,0,Free,USD,True,$1.99 - $369.99 per item,"1,000,000+",1000000,3.7074237,16217,750,"Mar 24, 2023",4.16.151,5.0,False,https://play.google.com/store/apps/details?id=com.aichatbot.aimate&hl=en&gl=us,companion,"companion signals dominant: comp=6,gen=0,task=0",Likely — manual verification needed,https://sc-res.aicreativelabs.co/chat/index.html,UNKNOWN - requires manual verification,Email,True,Self-declaration via Google Play content rating (Mature 17+); in-app method not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$1.99 - $369.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.joyfun.sammi.aifriend,Sammi: AI Girlfriend,"AI girlfriend with voice chat, selfies &amp; roleplay. Always by your side.",Joy Fun,waf.yang@gmail.com,,https://sites.google.com/view/sammi-ai-girlfriend/home,Entertainment,ENTERTAINMENT,Teen,Diverse Content: Discretion Advised,True,0,Free,USD,True,$2.99 - $29.99 per item,"10,000+",10000,3.1818182,76,3,"May 29, 2025",1.0.9,6.0,False,https://play.google.com/store/apps/details?id=com.joyfun.sammi.aifriend&hl=en&gl=us,companion,"companion signals dominant: comp=6,gen=0,task=0",UNKNOWN - requires manual verification,,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,False,No age gate implied by rating (Teen); in-app not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,voice calls,$2.99 - $29.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.sabuj.roy.kumar.trendai,Trend AI - Happy Chat Anytime,"Engage in smart, mood-aware conversations with our adaptive AI.",Sobuj Roy,perfectshowingup@gmail.com,https://www.trendai.top/,https://www.trendai.top/privacy-policy.html,Entertainment,ENTERTAINMENT,Mature 17+,,True,0,Free,USD,True,$1.99 - $54.99 per item,"100,000+",100000,4.599291,9073,721,"Aug 22, 2024",1.8.8,7.0,True,https://play.google.com/store/apps/details?id=com.sabuj.roy.kumar.trendai&hl=en&gl=us,companion,"weak companion signal only: comp=1,gen=0,task=0",UNKNOWN - requires manual verification,https://www.trendai.top/,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,True,Self-declaration via Google Play content rating (Mature 17+); in-app method not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,priority access,$1.99 - $54.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.tryimpel.dippy,Dippy-AI Characters & Roleplay,"Dippy brings diverse AI personas, from your ideal companions to funny comrades","impel intelligence, Inc",support@dippy.ai,https://www.dippy.ai/,https://www.dippy.ai/privacy,Entertainment,ENTERTAINMENT,Mature 17+,Sexual Themes,True,0,Free,USD,True,$0.99 - $199.99 per item,"1,000,000+",1000000,3.58,8603,132,"Jul 10, 2024",2.2.2,8.1,True,https://play.google.com/store/apps/details?id=com.tryimpel.dippy&hl=en&gl=us,companion,"companion signals dominant: comp=4,gen=0,task=0",False,https://www.dippy.ai/,UNKNOWN - requires manual verification,"Google, Discord",True,Self-declaration via Google Play content rating (Mature 17+); in-app method not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,extended memory,$0.99 - $199.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.aigc.ushow.fantasky,FantaSky: Character AI Chatbot,Chat with AI boyfriend and girlfriend! A fantasy world of anime AI characters.,Skywork AI Pte. Ltd.,support@linke.ai,,https://m.linke.ai/privacyPolicy,Social,SOCIAL,Mature 17+,,True,0,Free,USD,True,$1.99 - $99.99 per item,"5,000+",5000,3.7826087,92,37,"Mar 17, 2024",1.30.2,5.0,False,https://play.google.com/store/apps/details?id=com.aigc.ushow.fantasky&hl=en&gl=us,companion,"companion signals dominant: comp=6,gen=1,task=0",UNKNOWN - requires manual verification,,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,True,Self-declaration via Google Play content rating (Mature 17+); in-app method not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$1.99 - $99.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.popia.app,Popia - AI Roleplay & Stories,"Your Story, Your Soulmate",Yuanshi Innovation Tech Limited,yuanshi0823@gmail.com,,https://www.popia.app/legal/en/privacy,Entertainment,ENTERTAINMENT,Everyone,,True,0,Free,USD,True,$1.99 - $99.99 per item,"10,000+",10000,3.0652175,76,30,"Feb 19, 2026",1.6.0,7.0,False,https://play.google.com/store/apps/details?id=com.popia.app&hl=en&gl=us,companion,"companion signals dominant: comp=2,gen=0,task=0",UNKNOWN - requires manual verification,,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,False,No age gate implied by rating (Everyone); in-app not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$1.99 - $99.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.joyland.ai,Joyland:Chat with AI Character,"Design, befriend, and date AI characters in your own Joyland universe.",MINDZEN AI,support@joyland.ai,,https://www.joyland.ai/document/privacy,Entertainment,ENTERTAINMENT,Mature 17+,Sexual Themes,True,0,Free,USD,True,$9.99 - $94.99 per item,"100,000+",100000,2.5148516,1217,325,"Dec 27, 2023",2.0.1,6.0,False,https://play.google.com/store/apps/details?id=com.joyland.ai&hl=en&gl=us,companion,"companion signals dominant: comp=6,gen=0,task=0",UNKNOWN - requires manual verification,,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,True,Self-declaration via Google Play content rating (Mature 17+); in-app method not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$9.99 - $94.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.jetkite.gemmy,Gemmy AI: Chat & Assistant,Your Ultimate Personal Chatbot with no Prompts Needed,Jetkite,support@jetkite.com,https://jetkite.com,https://jetkite.com/privacy_policy/en,Productivity,PRODUCTIVITY,Everyone,,True,0,Free,USD,True,$4.99 - $149.99 per item,"5,000,000+",5000000,4.5947714,299572,580,"Feb 14, 2024",4.5.7,9,False,https://play.google.com/store/apps/details?id=com.jetkite.gemmy&hl=en&gl=us,general_purpose,"general-purpose signals dominant: comp=0,gen=6,task=0",UNKNOWN - requires manual verification,https://jetkite.com,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,False,No age gate implied by rating (Everyone); in-app not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,priority access; image generation,$4.99 - $149.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,bot.touchkin,Wysa: Mental Wellbeing AI,"Self care for anxiety, low mood, stress, sleep.",Touchkin,wysa@touchkin.com,https://www.wysa.com,https://legal.wysa.io/privacy-policy,Health & Fitness,HEALTH_AND_FITNESS,Everyone,,True,0,Free,USD,True,$0.99 - $239.99 per item,"1,000,000+",1000000,4.5457587,151243,17630,"Oct 6, 2016",4.2.0,4.1,False,https://play.google.com/store/apps/details?id=bot.touchkin&hl=en&gl=us,other,"no dominant signal; defaulting to other: comp=0,gen=0,task=0",UNKNOWN - requires manual verification,https://www.wysa.com,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,False,No age gate implied by rating (Everyone); in-app not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$0.99 - $239.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,fm.sakura.app,Sakura - Chat with AI Bots,Chat with AI Characters for free,"Sakura AI, LLC",support@sakura.fm,,https://www.sakura.fm/privacy,Entertainment,ENTERTAINMENT,Mature 17+,Diverse Content: Discretion Advised,True,0,Free,USD,True,$5.00 - $274.99 per item,"500,000+",500000,4.7148676,46323,7986,"Sep 25, 2023",1.1.10,6.0,False,https://play.google.com/store/apps/details?id=fm.sakura.app&hl=en&gl=us,mixed,"both companion & general signals: comp=2,gen=2,task=0",UNKNOWN - requires manual verification,,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,True,Self-declaration via Google Play content rating (Mature 17+); in-app method not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$5.00 - $274.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.yaar.ai,Intima AI - Chai Alternative,Your AI companion with free daily chats and no intrusive ads. Talk freely.,Gamerx Inc,support@yaarai.in,https://yaar-pro.web.app/,https://yaar-pro.web.app/privacy.html,Entertainment,ENTERTAINMENT,Mature 17+,"Sexual Themes, Strong Language",True,0,Free,USD,True,$0.99 - $49.99 per item,"1,000+",1000,0,0,0,"Oct 27, 2025",1.0.49,7.0,False,https://play.google.com/store/apps/details?id=com.yaar.ai&hl=en&gl=us,companion,"companion signals dominant: comp=5,gen=0,task=0",Likely — manual verification needed,https://yaar-pro.web.app/,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,True,Self-declaration via Google Play content rating (Mature 17+); in-app method not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,ad-free experience; voice calls; extended memory,$0.99 - $49.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.arclair.lovinn,Lovinn: Real AI Companion,Photo share + voice chat with an AI girlfriend/boyfriend who reacts like real.,Arclair Inc.,hello@arclair.com,https://lovinn.arclair.com,https://arclair.com/privacy?app=lovinn,Dating,DATING,Mature 17+,"Sexual Themes, Strong Language",True,0,Free,USD,True,$0.99 - $299.99 per item,"1,000+",1000,0,0,0,"Dec 24, 2025",2.2.0,7.0,False,https://play.google.com/store/apps/details?id=com.arclair.lovinn&hl=en&gl=us,companion,"companion signals dominant: comp=7,gen=0,task=1",Likely — manual verification needed,https://lovinn.arclair.com,True,"Google, Apple, Email",True,Self-declaration via Google Play content rating (Mature 17+); in-app method not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,image generation; extended memory,$0.99 - $299.99 per item (in-app purchase range; monthly tier not specified in Play metadata),"en, ko"
android,ai.connectplex.chatter,Chatter: Chat with AI Friends,Chat with AI characters. Create &amp; share AI chat avatars with friends.,Pegasus InfoCorp,support@chatterapp.ai,https://chatterapp.ai,https://chatterapp.ai/privacy,Entertainment,ENTERTAINMENT,Everyone,,True,0,Free,USD,False,,"10,000+",10000,4.3333335,47,5,"Dec 8, 2023",4.3,5.0,False,https://play.google.com/store/apps/details?id=ai.connectplex.chatter&hl=en&gl=us,mixed,"both companion & general signals: comp=7,gen=2,task=3",True,https://chatterapp.ai,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,False,No age gate implied by rating (Everyone); in-app not verified,False,True,No subscription (no IAP offered),No in-app purchases (likely free),UNKNOWN - requires manual verification
android,com.sodaai.jrtech,Soda AI,"Chat, connect, and build emotional bonds with your personal AI companion anytime",NOVANEST AI,nova.nest.ai.sg@gmail.com,https://evaaichat.com,https://evaaichat.com/st/pg/sodaai_privacy.html,Entertainment,ENTERTAINMENT,Everyone,,True,0,Free,USD,True,$1.99 - $249.99 per item,"10,000+",10000,2.25,33,17,"Jul 10, 2025",1.3.06,6.0,False,https://play.google.com/store/apps/details?id=com.sodaai.jrtech&hl=en&gl=us,companion,"companion signals dominant: comp=2,gen=1,task=0",UNKNOWN - requires manual verification,https://evaaichat.com,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,False,No age gate implied by rating (Everyone); in-app not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$1.99 - $249.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.roleplayaichat.mybunny,My Bunny: AI Anime Mate,Chat with vibrant anime AI for epic roleplay adventures!,App Center 2024,appcenter2024@gmail.com,https://www.mybunny.life,https://www.mybunny.life/privacypolicy.html,Entertainment,ENTERTAINMENT,Mature 17+,,True,0,Free,USD,True,$1.99 - $49.99 per item,"100,000+",100000,3.79,754,93,"Jun 23, 2025",1.0.5,6.0,True,https://play.google.com/store/apps/details?id=com.roleplayaichat.mybunny&hl=en&gl=us,companion,"companion signals dominant: comp=3,gen=0,task=0",UNKNOWN - requires manual verification,https://www.mybunny.life,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,True,Self-declaration via Google Play content rating (Mature 17+); in-app method not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$1.99 - $49.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.winksay.up,Wink AI: Your AI GF,Chat with AI characters,alphasnap studio,winkchatbot@proton.me,,https://sites.google.com/view/ojbkapp/support/privacy-policy,Entertainment,ENTERTAINMENT,Everyone 10+,Diverse Content: Discretion Advised,True,0,Free,USD,True,$6.99 - $109.99 per item,"100,000+",100000,3.68,673,138,"Nov 7, 2024",1.2.0,7.0,True,https://play.google.com/store/apps/details?id=com.winksay.up&hl=en&gl=us,companion,"weak companion signal only: comp=1,gen=0,task=0",UNKNOWN - requires manual verification,,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,False,No age gate implied by rating (Everyone 10+); in-app not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$6.99 - $109.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.hound.android.app,SoundHound Chat AI App,Personal Assistant with ChatGPT,SoundHound Inc.,Hound-Support@soundhound.com,http://www.soundhound.com/soundhound-chat-ai/,https://www.soundhound.com/privacy-policy/,Productivity,PRODUCTIVITY,Teen,Language,True,0,Free,USD,True,$0.99 - $19.99 per item,"1,000,000+",1000000,3.821229,11530,4906,"Jun 2, 2015",3.11.3,8.0,False,https://play.google.com/store/apps/details?id=com.hound.android.app&hl=en&gl=us,general_purpose,"general-purpose signals dominant: comp=0,gen=3,task=0",UNKNOWN - requires manual verification,http://www.soundhound.com/soundhound-chat-ai/,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,False,No age gate implied by rating (Teen); in-app not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$0.99 - $19.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.KalromSystems.AIVoiceChatOpenWisdom,AI Speech Chatbot Text & Voice,AI Voice Chat: Open Wisdom is a vocal Artificial intelligence Built with ChatGPT,TarrySoft,support.aispeechchatbot@kigelapps.com,https://kigelapps.com/aispeechchatbot,https://kigelapps.com/aispeechchatbot/privacy/,Productivity,PRODUCTIVITY,Everyone,,True,0,Free,USD,True,$0.99 - $99.99 per item,"500,000+",500000,4.74,19361,81,"May 27, 2023",1.7.0,7.0,True,https://play.google.com/store/apps/details?id=com.KalromSystems.AIVoiceChatOpenWisdom&hl=en&gl=us,general_purpose,"general-purpose signals dominant: comp=1,gen=5,task=1",UNKNOWN - requires manual verification,https://kigelapps.com/aispeechchatbot,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,False,No age gate implied by rating (Everyone); in-app not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$0.99 - $99.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.dateai,Date.AI - Virtual Lovers,"Talk, flirt &amp; date your ideal AI partner with a real emotional connection.",Aplicativo Date Ia Entretenimento,dev12br@gmail.com,http://dev12br.com,https://dev12br.com/dateai/privacy-policy,Simulation,GAME_SIMULATION,Mature 17+,"Sexual Themes, Strong Language",True,0,Free,USD,True,$0.49 - $54.99 per item,"100,000+",100000,4.529412,5817,55,"Jul 1, 2024",1.4.7,7.0,True,https://play.google.com/store/apps/details?id=com.dateai&hl=en&gl=us,companion,"companion signals dominant: comp=10,gen=0,task=0",True,http://dev12br.com,UNKNOWN - requires manual verification,Email,True,Self-declaration via Google Play content rating (Mature 17+); in-app method not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,extended memory,$0.49 - $54.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.chara.charaai,Chara - Any chat you want,Best ai chat ever,포키,pokis1004@gmail.com,,https://info-rg2ye5yhza-du.a.run.app/en/privacy-policy,Entertainment,ENTERTAINMENT,Teen,"Partial Nudity, Language",True,0,Free,USD,True,$23.99 - $41.99 per item,"100,000+",100000,3,14845,10,"Oct 14, 2024",2.8.3,7.0,False,https://play.google.com/store/apps/details?id=com.chara.charaai&hl=en&gl=us,companion,"weak companion signal only: comp=1,gen=0,task=0",UNKNOWN - requires manual verification,,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,False,No age gate implied by rating (Teen); in-app not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$23.99 - $41.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.ai.couple.photo,AI Photo Generator - Couple,couple photo and video using ai. Generate couple ai hug &amp; ai kiss image.,Lnx Cloud Technology,info@lnxct.com,https://lnxct.com/,https://lnxct.com/AICouplePhotoTermsConditionsAndPrivacyPolicy.txt,Photography,PHOTOGRAPHY,Everyone,,True,0,Free,USD,True,$0.49 - $19.99 per item,"100,000+",100000,2.88,600,11,"May 5, 2025",1.2.41,7.0,False,https://play.google.com/store/apps/details?id=com.ai.couple.photo&hl=en&gl=us,companion,"companion signals dominant: comp=3,gen=0,task=1",Likely — manual verification needed,https://lnxct.com/,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,False,No age gate implied by rating (Everyone); in-app not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$0.49 - $19.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.mxxtech.sweetai,Sweet AI - Virtual Companion,Your Perfect Virtual Companion!,SmartXLib,support@smartxlib.com,https://smartxlib.com/,https://sites.google.com/view/sweet-ai/privacy-policy,Tools,TOOLS,Mature 17+,Diverse Content: Discretion Advised,True,0,Free,USD,True,$0.99 - $69.99 per item,"10,000,000+",10000000,3.9179487,21827,499,"Jun 5, 2024",1.8.5,7.0,True,https://play.google.com/store/apps/details?id=com.mxxtech.sweetai&hl=en&gl=us,companion,"companion signals dominant: comp=3,gen=0,task=0",Likely — manual verification needed,https://smartxlib.com/,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,True,Self-declaration via Google Play content rating (Mature 17+); in-app method not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$0.99 - $69.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.krushaichat.roleplay2025,Nina AI: Chat with Characters,"Chat with lifelike AI characters anytime. Romance, roleplay, and surprises await",Fantasy Myth AI,welworkindia@gmail.com,,https://www.krushpro.xyz/privacypolicy.html,Entertainment,ENTERTAINMENT,Mature 17+,,True,0,Free,USD,True,$1.99 - $49.99 per item,"100,000+",100000,3.7920792,1056,39,"Sep 1, 2025",1.0.0,6.0,True,https://play.google.com/store/apps/details?id=com.krushaichat.roleplay2025&hl=en&gl=us,companion,"companion signals dominant: comp=5,gen=0,task=0",UNKNOWN - requires manual verification,,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,True,Self-declaration via Google Play content rating (Mature 17+); in-app method not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$1.99 - $49.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.grumpymonkey.talkieHeart,Heartsy: Flirty Friend AI Chat,"Chat with flirty AI avatars for fun, romance, and emotional connection.",Grumpy Monkey,grumpymonkey.dev@gmail.com,https://grumpy-monkey-dev.web.app,https://grumpy-monkey-dev.web.app/#/privacy,Lifestyle,LIFESTYLE,Teen,Diverse Content: Discretion Advised,True,0,Free,USD,True,$0.99 - $59.99 per item,"1,000+",1000,0,0,0,"Dec 12, 2025",1.0.27,6.0,True,https://play.google.com/store/apps/details?id=com.grumpymonkey.talkieHeart&hl=en&gl=us,companion,"companion signals dominant: comp=5,gen=0,task=1",Likely — manual verification needed,https://grumpy-monkey-dev.web.app,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,False,No age gate implied by rating (Teen); in-app not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$0.99 - $59.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.zoraaioficial,Al Girlfriend and Boyfriend,"Meet virtual AI friend: deep chats, no judgment, complete privacy",Controle o Bruxismo e a Ansiedade,zoraaioficial@gmail.com,,https://zoraaioficial.blogspot.com/2026/02/privacy-policy-zora-ai.html,Entertainment,ENTERTAINMENT,Everyone,,True,0,Free,USD,True,$4.99 - $69.99 per item,10+,10,,,,,VARY,VARY,True,https://play.google.com/store/apps/details?id=com.zoraaioficial&hl=en&gl=us,companion,"companion signals dominant: comp=4,gen=0,task=0",UNKNOWN - requires manual verification,,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,False,No age gate implied by rating (Everyone); in-app not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,premium characters,$4.99 - $69.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,io.sweet.ai.girlfriend.app,Sweet AI - Chat Dreams,"Your AI character, your sweet story!","AirBeet, Life Changing Platform",tanvirrahmanraju22@gmail.com,https://www.sweetchatai.com,https://www.sweetchatai.com/privacy_policy.html,Entertainment,ENTERTAINMENT,Mature 17+,,True,0,Free,USD,True,$3.49 - $99.99 per item,"100,000+",100000,4.2786884,4039,341,"Apr 30, 2025",1.0.5,5.0,True,https://play.google.com/store/apps/details?id=io.sweet.ai.girlfriend.app&hl=en&gl=us,companion,"companion signals dominant: comp=2,gen=0,task=0",Likely — manual verification needed,https://www.sweetchatai.com,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,True,Self-declaration via Google Play content rating (Mature 17+); in-app method not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$3.49 - $99.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.magic.emily.suite,SugarGF-Your Soulful Chat,More than a chat. Find your AI soulmate with memories that matter.,Hoga Live,shobnumm@gmail.com,https://www.emily-soul-chat.com,https://www.emily-soul-chat.com/privacy-policy.html,Entertainment,ENTERTAINMENT,Mature 17+,,True,0,Free,USD,True,$3.49 - $99.99 per item,"10,000+",10000,4.7029705,550,56,"Jan 8, 2026",1.0.4,7.0,True,https://play.google.com/store/apps/details?id=com.magic.emily.suite&hl=en&gl=us,companion,"companion signals dominant: comp=2,gen=0,task=0",UNKNOWN - requires manual verification,https://www.emily-soul-chat.com,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,True,Self-declaration via Google Play content rating (Mature 17+); in-app method not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,extended memory,$3.49 - $99.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.azimov.otherhalf,Otherhalf: AI Anime Friend,"Meet immersive 3D AI companions! Get to know each character, find your Otherhalf","Azimov, Inc",help@otherhalf.io,https://otherhalf.ai,https://otherhalf.ai/policy,Entertainment,ENTERTAINMENT,Mature 17+,"Suggestive Themes, Strong Language",True,0,Free,USD,True,$0.99 - $299.99 per item,"100,000+",100000,,,,,VARY,VARY,False,https://play.google.com/store/apps/details?id=com.azimov.otherhalf&hl=en&gl=us,companion,"weak companion signal only: comp=1,gen=0,task=0",Likely — manual verification needed,https://otherhalf.ai,UNKNOWN - requires manual verification,"Discord, Email",True,Self-declaration via Google Play content rating (Mature 17+); in-app method not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$0.99 - $299.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,io.amigoai.amigo,Amigo AI - Face Swap Camera,Real-time Face Swap,"Amigos AI, Inc",hi@amigoai.io,https://www.amigoai.io,https://www.amigoai.io/privacy-policy,Social,SOCIAL,Mature 17+,,True,0,Free,USD,True,$0.99 - $179.99 per item,"100,000+",100000,3.1578948,297,9,"Dec 1, 2024",1.0.63,10,False,https://play.google.com/store/apps/details?id=io.amigoai.amigo&hl=en&gl=us,other,"weak task-specific signal only: comp=0,gen=0,task=1",UNKNOWN - requires manual verification,https://www.amigoai.io,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,True,Self-declaration via Google Play content rating (Mature 17+); in-app method not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$0.99 - $179.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.cupid.soulmate.pouter,Soulmate AI:Chat with Friends,"Chat with AI characters! Illus, Short videos, anime, games, roleplay, and more.",RUITA LIMITED,rongkunchen77@gmail.com,https://deeprpg.ai,https://ruita.cc/privacy.html,Entertainment,ENTERTAINMENT,Teen,,True,0,Free,USD,True,$0.99 - $149.99 per item,"50,000+",50000,3.8863637,525,12,"Nov 21, 2025",1.1,6.0,True,https://play.google.com/store/apps/details?id=com.cupid.soulmate.pouter&hl=en&gl=us,companion,"companion signals dominant: comp=6,gen=0,task=0",Likely — manual verification needed,https://deeprpg.ai,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,False,No age gate implied by rating (Teen); in-app not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$0.99 - $149.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
